DATAV01;0;0;0;0;0;0
0;0;0;0;0;1;1
0;52;57;43;45;5;6
0;136;137;55;54;6;2
0;214;213;52;48;6;6
0;290;285;48;46;6;6
0;364;356;48;46;6;6
-1;436;426;46;46;6;6
-1;507;496;47;45;6;6
-1;582;567;50;47;6;6
-1;656;635;51;47;6;6
-1;727;703;49;46;6;6
-1;797;769;46;45;6;2
-1;864;832;46;44;1;2
-1;936;901;48;45;2;2
-1;1006;967;48;46;2;1
-1;1074;1032;31;29;2;2
-1;1113;1079;20;21;6;6
-1;1148;1113;23;22;6;1
-1;1174;1139;9;8;1;1
0;1175;1140;0;0;1;1
0;1179;1141;0;0;1;1
0;1179;1141;0;0;1;1
0;1179;1141;0;0;1;1
0;1179;1141;0;0;1;1
0;1179;1141;0;0;1;1
0;1179;1141;0;0;1;1
0;1179;1141;0;0;1;1
0;1179;1141;0;0;1;1
0;1179;1141;0;0;1;1
0;1180;1143;0;15;1;1
0;1203;1171;23;23;6;6
0;1241;1211;25;26;6;4
0;1277;1238;17;12;6;4
0;1288;1231;8;-7;6;4
0;1317;1228;28;-4;6;4
0;1357;1228;26;0;6;4
0;1395;1228;21;0;6;4
0;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
1;1402;1228;0;0;6;4
0;1416;1247;21;10;6;4
0;1446;1265;17;13;6;4
0;1468;1289;13;17;6;4
0;1489;1316;16;22;6;4
0;1517;1349;19;18;6;4
0;1539;1347;29;0;6;4
0;1595;1347;42;0;6;4
0;1661;1347;42;0;6;4
0;1724;1347;41;0;6;4
0;1789;1347;45;0;6;4
0;1862;1347;49;0;6;4
0;1889;1347;11;0;6;4
0;1889;1347;0;0;6;4
0;1891;1347;0;0;6;4
0;1896;1347;3;0;6;4
1;1893;1345;-8;0;6;4
1;1880;1331;-7;-6;6;4
1;1867;1318;-9;-9;6;4
1;1852;1303;-9;-9;6;6
0;1838;1287;-10;-11;6;6
0;1823;1272;-10;-9;6;6
0;1816;1267;-7;-7;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1816;1268;0;0;2;4
0;1792;1238;-27;-31;1;1
0;1726;1174;-57;-58;2;2
0;1631;1077;-66;-66;2;1
0;1528;973;-72;-72;2;2
0;1415;857;-74;-75;6;6
0;1300;742;-76;-75;6;6
0;1183;624;-76;-76;6;6
0;1063;505;-77;-77;6;6
0;953;397;-78;-76;6;6
1;837;280;-77;-76;6;6
1;720;165;-76;-77;6;2
1;620;69;-18;-17;2;1
0;622;71;0;0;1;1
2;622;71;0;0;6;6
DATAEND;0;0;0;0;0;0
DATAV02;0;0;0;0;0;0
GIROSTRAIGHT;0;0;0;0;0;0
1;615;67;0;0;6;6
RESET;RESET;NONE;NONE;NONE;NONE;NONE
0;6;76;10;20;6;6
1;49;125;39;39;6;6
1;115;188;123;32;6;6
0;163;233;30;29;6;6
0;217;285;29;29;6;6
0;261;327;30;30;6;6
0;303;370;318;29;6;6
0;355;420;30;30;6;6
-1;397;463;29;29;6;6
0;440;506;447;31;6;6
ENDGIROSTRAIGHT;0;0;0;0;0;0
TURN;0;0;0;0;0;0
0;487;554;31;0;6;6
RESET;NONE;NONE;NONE;NONE;NONE;NONE
2;492;580;-9;18;6;6
11;452;593;-34;19;6;6
31;400;633;-37;34;6;6
57;343;689;-35;37;6;6
81;301;737;-20;19;6;6
94;283;751;-10;10;6;6
92;292;743;5;-3;6;6
90;301;741;5;-3;6;6
89;301;742;4;-3;6;6
89;295;747;-4;5;6;6
89;294;749;-3;5;6;6
89;294;749;-3;5;6;6
ENDTURN;0;0;0;0;0;0
WALLSQUARING;0;0;0;0;0;0
NONE;RESET;RESET;NONE;NONE;NONE;NONE
89;-2;-4;0;-19;6;6
90;-32;-38;-33;-33;6;6
91;-87;-84;-38;-35;6;6
91;-113;-113;0;0;6;6
91;-91;-92;14;11;6;6
92;-67;-65;18;21;6;6
92;-36;-34;20;20;6;6
92;-7;-6;20;19;6;6
92;23;24;21;19;6;6
92;54;53;19;18;6;6
91;82;80;19;18;6;6
91;111;107;19;19;6;6
91;140;137;20;20;6;6
91;171;168;20;20;6;6
91;202;198;19;19;6;6
91;232;228;18;19;6;6
91;262;257;19;19;6;6
91;292;286;20;19;6;6
91;322;316;19;18;6;6
90;351;344;18;18;6;6
90;381;373;20;20;2;6
90;410;400;19;19;2;6
90;439;429;19;19;2;6
90;467;458;19;19;2;6
90;498;488;20;19;2;1
90;529;518;20;20;2;2
90;559;548;20;20;2;2
90;588;576;19;19;2;2
90;619;606;19;18;2;2
90;648;635;19;19;2;2
90;669;654;10;6;2;2
90;669;668;0;7;2;2
94;669;689;0;19;2;2
GIROSTRAIGHT;0;0;0;0;0;0
RESET;RESET;NONE;NONE;NONE;NONE;NONE
0;0;702;0;13;2;2
-1;18;706;9;13;2;2
-2;46;733;56;24;2;2
-2;86;775;21;21;2;2
-3;114;802;19;16;2;2
-4;139;828;148;23;2;2
-4;169;868;17;29;2;2
1;207;923;216;23;2;2
2;242;960;21;19;2;2
3;272;986;278;20;2;2
3;303;1019;309;18;6;2
3;336;1049;21;18;6;2
2;368;1078;22;19;6;2
0;404;1108;21;18;6;2
-1;439;1138;21;18;6;2
-1;469;1166;20;21;6;2
-1;502;1202;508;20;2;2
ENDGIROSTRAIGHT;0;0;0;0;0;0
TURN;0;0;0;0;0;0
0;533;1234;20;0;6;2
RESET;NONE;NONE;NONE;NONE;NONE;NONE
-1;550;1235;8;-12;6;2
-9;562;1202;12;-25;6;2
-24;589;1165;19;-20;2;2
-38;614;1144;13;-12;2;6
-40;606;1153;-4;4;2;6
-34;594;1162;-6;5;2;6
-33;600;1155;8;-8;2;6
-34;601;1154;8;-8;2;6
-34;601;1154;8;-8;2;6
-34;601;1154;8;-8;2;6
ENDTURN;0;0;0;0;0;0
-34;607;1163;12;19;2;6
-35;646;1201;34;32;6;1
