DATAV02;0;0;0;0;0;0
GIROSTRAIGHT;0;0;0;0;0;0
0;0;0;0;0;6;6
0;9;15;21;24;6;6
-1;55;59;62;35;2;6
-2;107;110;33;33;6;6
-1;155;161;29;30;6;6
-1;194;205;207;30;6;6
0;243;255;29;32;6;6
1;301;318;29;31;6;6
1;351;367;32;29;6;6
1;402;416;417;29;6;6
0;455;465;462;29;6;6
ENDGIROSTRAIGHT;0;0;0;0;0;0
TURN;0;0;0;0;0;0
0;501;511;26;20;6;6
2;491;535;-20;15;6;6
14;435;573;-45;39;6;6
32;361;637;-48;44;6;6
51;297;703;-40;41;6;6
71;241;756;-28;25;6;6
88;210;787;-11;14;6;6
94;207;785;-8;-11;6;6
91;219;781;9;-3;6;6
88;222;781;6;-2;6;6
88;215;787;-6;5;6;6
89;215;787;-6;5;6;6
89;215;787;-6;5;6;6
ENDTURN;0;0;0;0;0;0
89;0;787;0;0;6;6
89;-11;-18;-23;-19;6;6
91;-60;-58;-39;-35;6;6
91;-100;-95;-13;-12;6;6
91;-104;-106;0;0;6;6
91;-86;-87;8;10;6;6
91;-65;-64;18;19;6;6
91;-36;-36;20;20;6;6
91;-5;-4;19;19;6;6
91;24;24;20;18;6;6
90;54;52;20;19;6;6
90;81;78;18;18;6;6
90;109;104;20;19;6;6
89;138;133;19;19;6;6
89;165;160;19;19;6;6
89;195;190;20;20;6;6
90;226;221;20;20;6;6
90;254;250;19;19;6;6
89;282;276;19;19;6;6
89;312;305;20;18;6;6
88;343;332;20;17;6;6
88;372;359;19;19;6;6
88;401;389;19;19;6;6
87;429;414;19;18;2;6
87;458;441;19;18;2;6
86;486;468;19;19;2;6
86;514;494;19;18;2;6
86;541;520;19;18;2;1
86;568;548;19;20;2;2
86;598;579;20;21;2;2
84;626;602;20;13;2;2
80;655;624;20;15;2;2
79;674;650;6;19;2;2
83;675;675;0;17;2;2
GIROSTRAIGHT;0;0;0;0;0;0
87;675;697;0;10;2;2
1;9;704;13;6;2;2
0;34;728;43;23;2;2
0;73;764;78;17;2;2
-2;105;792;20;22;2;2
-1;132;824;19;22;2;2
0;163;860;19;18;2;2
-1;193;888;18;16;2;2
-3;220;916;225;21;2;2
-2;247;954;20;26;2;2
0;277;990;290;23;2;2
1;317;1034;20;20;2;2
1;350;1067;21;20;6;2
0;392;1108;20;18;1;2
-1;425;1139;20;20;7;4
0;454;1169;458;20;6;2
0;482;1196;19;20;6;2
0;513;1228;527;19;6;2
ENDGIROSTRAIGHT;0;0;0;0;0;0
TURN;0;0;0;0;0;0
0;548;1256;9;0;6;2
-4;560;1230;5;-21;6;2
-15;579;1199;19;-22;6;2
-30;610;1169;18;-15;1;6
-40;625;1161;9;12;1;6
-38;613;1172;-10;4;1;6
-34;604;1176;-6;3;1;2
